List of gene ontology (GO) terms and the difference in abundances (RT - SC) between proteins with them.,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,(RT abundance) - (SC abundance) / sqrt(2)
GO Term Identifier,GO Term Obsolete,GO Term Name,GO Term Namespace,GO Term Description,Parents Name,Parents Identifier,Parents Namespace,Parents Description,kids,median dist from 45-degree,proteins w/ term or its kids,higher RT or SC?,is metabolic process?,involved in generating precursor metabolites/energy?,kids2,net dist from 45-degree
GO:0009142,FALSE,nucleoside triphosphate biosynthetic process,biological_process,"The chemical reactions and pathways resulting in the formation of a nucleoside triphosphate, a compound consisting of a nucleobase linked to a deoxyribose or ribose sugar esterified with triphosphate on the sugar.",aromatic compound biosynthetic process,GO:0019438,biological_process,"The chemical reactions and pathways resulting in the formation of aromatic compounds, any substance containing an aromatic carbon ring.",GO:0006183; GO:0006228; GO:0006235; GO:0006241; GO:0009142; GO:0009202; GO:0015986; GO:0042776; GO:0044210; GO:0044211,0.00023972,19,RT,1,"GO:0006183,GO:0006228,GO:0006235,GO:0006241,GO:0009202,GO:0015986,GO:0042776,GO:0044210,GO:0044211",GO:0006183; GO:0006228; GO:0006235; GO:0006241; GO:0009202; GO:0015986; GO:0042776; GO:0044210; GO:0044211,0.009808937
GO:0000033,FALSE,"alpha-1,3-mannosyltransferase activity",molecular_function,"Catalysis of the transfer of a mannose residue to an oligosaccharide, forming an alpha-(1->3) linkage.","alpha-1,3-mannosyltransferase activity",GO:0000033,molecular_function,"Catalysis of the transfer of a mannose residue to an oligosaccharide, forming an alpha-(1->3) linkage.",GO:0000033; GO:0052925,-4.67197E-06,1,SC,#CALC!,GO:0052925,GO:0052925,-4.67197E-06
GO:0000034,FALSE,adenine deaminase activity,molecular_function,Catalysis of the reaction: adenine + H2O = hypoxanthine + NH3.,adenine deaminase activity,GO:0000034,molecular_function,Catalysis of the reaction: adenine + H2O = hypoxanthine + NH3.,GO:0000034,-0.000139456,1,SC,#CALC!,,#CALC!,-0.000139456
GO:0000035,FALSE,acyl binding,molecular_function,"Binding to an acyl group, any group formally derived by removal of the hydroxyl group from the acid function of a carboxylic acid.",acyl binding,GO:0000035,molecular_function,"Binding to an acyl group, any group formally derived by removal of the hydroxyl group from the acid function of a carboxylic acid.",GO:0000035,0.000195331,1,RT,#CALC!,,#CALC!,0.000195331
GO:0000036,FALSE,acyl carrier activity,molecular_function,Binding an acyl group and presenting it for processing or offloading to a cognate enzyme. Covalently binds the acyl group via a phosphopantetheine prosthetic group and mediates protein-protein interactions with the enzyme conferring specificity. The acyl carrier protein (ACP) presents substrates to enzymes involved in fatty acid biosynthesis or in polyketide secondary metabolite biosynthesis.,ACP phosphopantetheine attachment site binding,GO:0044620,molecular_function,Binding to the attachment site of the phosphopantetheine prosthetic group of an acyl carrier protein (ACP).,GO:0000036,0.000195331,1,RT,#CALC!,,#CALC!,0.000195331
GO:0046390,FALSE,ribose phosphate biosynthetic process,biological_process,"The chemical reactions and pathways resulting in the formation of ribose phosphate, any phosphorylated ribose sugar.",biological_process,GO:0008150,biological_process,"A biological process is the execution of a genetically-encoded biological module or program. It consists of all the steps required to achieve the specific biological objective of the module. A biological process is accomplished by a particular set of molecular functions carried out by specific gene products (or macromolecular complexes), often in a highly regulated manner and in a particular temporal sequence.",GO:0006015; GO:0006085; GO:0006086; GO:0006171; GO:0006172; GO:0006177; GO:0006183; GO:0006188; GO:0006189; GO:0006222; GO:0006225; GO:0006228; GO:0006241; GO:0009398; GO:0015937; GO:0015986; GO:0019427; GO:0032263; GO:0032264; GO:0032265; GO:0042776; GO:0044205; GO:0044206; GO:0044208; GO:0044209; GO:0044210; GO:0044211; GO:0046390; GO:0046705; GO:0046711; GO:2001295,2.24059E-05,53,RT,1,"GO:0006015,GO:0006085,GO:0006086,GO:0006171,GO:0006172,GO:0006177,GO:0006183,GO:0006188,GO:0006189,GO:0006222,GO:0006225,GO:0006228,GO:0006241,GO:0009398,GO:0015937,GO:0015986,GO:0019427,GO:0032263,GO:0032264,GO:0032265,GO:0042776,GO:0044205,GO:0044206,GO:0044208,GO:0044209,GO:0044210,GO:0044211,GO:0046705,GO:0046711,GO:2001295",GO:0006015; GO:0006085; GO:0006086; GO:0006171; GO:0006172; GO:0006177; GO:0006183; GO:0006188; GO:0006189; GO:0006222; GO:0006225; GO:0006228; GO:0006241; GO:0009398; GO:0015937; GO:0015986; GO:0019427; GO:0032263; GO:0032264; GO:0032265; GO:0042776; GO:0044205; GO:0044206; GO:0044208; GO:0044209; GO:0044210; GO:0044211; GO:0046705; GO:0046711; GO:2001295,0.008336737
GO:0009165,FALSE,nucleotide biosynthetic process,biological_process,"The chemical reactions and pathways resulting in the formation of nucleotides, any nucleoside that is esterified with (ortho)phosphate or an oligophosphate at any hydroxyl group on the glycose moiety; may be mono-, di- or triphosphate; this definition includes cyclic-nucleotides (nucleoside cyclic phosphates).",aromatic compound biosynthetic process,GO:0019438,biological_process,"The chemical reactions and pathways resulting in the formation of aromatic compounds, any substance containing an aromatic carbon ring.",GO:0006085; GO:0006086; GO:0006164; GO:0006171; GO:0006172; GO:0006177; GO:0006183; GO:0006188; GO:0006189; GO:0006221; GO:0006222; GO:0006225; GO:0006226; GO:0006227; GO:0006228; GO:0006231; GO:0006233; GO:0006235; GO:0006241; GO:0006741; GO:0009165; GO:0009263; GO:0009398; GO:0009435; GO:0015937; GO:0015966; GO:0015986; GO:0019358; GO:0019427; GO:0032263; GO:0032264; GO:0032265; GO:0034354; GO:0034355; GO:0034356; GO:0042776; GO:0044205; GO:0044206; GO:0044208; GO:0044209; GO:0044210; GO:0044211; GO:0046705; GO:0046711; GO:0046940; GO:1900399; GO:2001295,1.71397E-05,75,RT,1,"GO:0006085,GO:0006086,GO:0006164,GO:0006171,GO:0006172,GO:0006177,GO:0006183,GO:0006188,GO:0006189,GO:0006221,GO:0006222,GO:0006225,GO:0006226,GO:0006227,GO:0006228,GO:0006231,GO:0006233,GO:0006235,GO:0006241,GO:0006741,GO:0009263,GO:0009398,GO:0009435,GO:0015937,GO:0015966,GO:0015986,GO:0019358,GO:0019427,GO:0032263,GO:0032264,GO:0032265,GO:0034354,GO:0034355,GO:0034356,GO:0042776,GO:0044205,GO:0044206,GO:0044208,GO:0044209,GO:0044210,GO:0044211,GO:0046705,GO:0046711,GO:0046940,GO:1900399,GO:2001295",GO:0006085; GO:0006086; GO:0006164; GO:0006171; GO:0006172; GO:0006177; GO:0006183; GO:0006188; GO:0006189; GO:0006221; GO:0006222; GO:0006225; GO:0006226; GO:0006227; GO:0006228; GO:0006231; GO:0006233; GO:0006235; GO:0006241; GO:0006741; GO:0009263; GO:0009398; GO:0009435; GO:0015937; GO:0015966; GO:0015986; GO:0019358; GO:0019427; GO:0032263; GO:0032264; GO:0032265; GO:0034354; GO:0034355; GO:0034356; GO:0042776; GO:0044205; GO:0044206; GO:0044208; GO:0044209; GO:0044210; GO:0044211; GO:0046705; GO:0046711; GO:0046940; GO:1900399; GO:2001295,0.007453815
GO:0000049,FALSE,tRNA binding,molecular_function,Binding to a transfer RNA.,binding,GO:0005488,molecular_function,"The selective, non-covalent, often stoichiometric, interaction of a molecule with one or more specific sites on another molecule.",GO:0000049; GO:1990856,1.49802E-05,9,RT,#CALC!,GO:1990856,GO:1990856,-0.001259449
GO:0044271,FALSE,cellular nitrogen compound biosynthetic process,biological_process,The chemical reactions and pathways resulting in the formation of organic and inorganic nitrogenous compounds.,biological_process,GO:0008150,biological_process,"A biological process is the execution of a genetically-encoded biological module or program. It consists of all the steps required to achieve the specific biological objective of the module. A biological process is accomplished by a particular set of molecular functions carried out by specific gene products (or macromolecular complexes), often in a highly regulated manner and in a particular temporal sequence.",GO:0000050; GO:0000122; GO:0000162; GO:0000409; GO:0000411; GO:0000430; GO:0000431; GO:0000433; GO:0000435; GO:0000436; GO:0000731; GO:0001015; GO:0001079; GO:0001080; GO:0001081; GO:0001111; GO:0001112; GO:0001113; GO:0001172; GO:0001174; GO:0001178; GO:0001188; GO:0001193; GO:0001195; GO:0001677; GO:0001731; GO:0001732; GO:0002181; GO:0002182; GO:0002183; GO:0002184; GO:0002188; GO:0006048; GO:0006085; GO:0006086; GO:0006164; GO:0006166; GO:0006168; GO:0006171; GO:0006172; GO:0006177; GO:0006178; GO:0006183; GO:0006188; GO:0006189; GO:0006190; GO:0006207; GO:0006221; GO:0006222; GO:0006225; GO:0006226; GO:0006227; GO:0006228; GO:0006231; GO:0006233; GO:0006235; GO:0006241; GO:0006269; GO:0006277; GO:0006278; GO:0006351; GO:0006352; GO:0006353; GO:0006354; GO:0006355; GO:0006356; GO:0006357; GO:0006359; GO:0006360; GO:0006361; GO:0006362; GO:0006363; GO:0006366; GO:0006367; GO:0006368; GO:0006369; GO:0006383; GO:0006384; GO:0006386; GO:0006390; GO:0006391; GO:0006392; GO:0006412; GO:0006413; GO:0006414; GO:0006415; GO:0006417; GO:0006418; GO:0006419; GO:0006421; GO:0006422; GO:0006424; GO:0006425; GO:0006426; GO:0006427; GO:0006429; GO:0006430; GO:0006431; GO:0006432; GO:0006434; GO:0006437; GO:0006438; GO:0006446; GO:0006448; GO:0006449; GO:0006452; GO:0006597; GO:0006729; GO:0006741; GO:0006750; GO:0006782; GO:0006783; GO:0006784; GO:0006809; GO:0007004; GO:0007532; GO:0008295; GO:0008615; GO:0008655; GO:0009102; GO:0009113; GO:0009142; GO:0009156; GO:0009165; GO:0009168; GO:0009202; GO:0009228; GO:0009229; GO:0009231; GO:0009263; GO:0009298; GO:0009299; GO:0009301; GO:0009302; GO:0009303; GO:0009396; GO:0009398; GO:0009435; GO:0009443; GO:0009446; GO:0010621; GO:0010688; GO:0010944; GO:0015937; GO:0015940; GO:0015966; GO:0015986; GO:0016479; GO:0016480; GO:0017055; GO:0017148; GO:0019354; GO:0019358; GO:0019427; GO:0019805; GO:0019856; GO:0019985; GO:0030846; GO:0030847; GO:0031564; GO:0032055; GO:0032056; GO:0032210; GO:0032211; GO:0032212; GO:0032263; GO:0032264; GO:0032265; GO:0032543; GO:0032786; GO:0032968; GO:0033387; GO:0034243; GO:0034244; GO:0034354; GO:0034355; GO:0034356; GO:0036001; GO:0042276; GO:0042776; GO:0042789; GO:0042790; GO:0042791; GO:0042797; GO:0042819; GO:0042823; GO:0043043; GO:0043101; GO:0043103; GO:0043555; GO:0043558; GO:0044205; GO:0044206; GO:0044208; GO:0044209; GO:0044210; GO:0044211; GO:0044271; GO:0045019; GO:0045329; GO:0045429; GO:0045727; GO:0045815; GO:0045892; GO:0045893; GO:0045894; GO:0045895; GO:0045898; GO:0045899; GO:0045900; GO:0045901; GO:0045903; GO:0045905; GO:0045943; GO:0045944; GO:0045945; GO:0045947; GO:0045948; GO:0046015; GO:0046084; GO:0046132; GO:0046512; GO:0046513; GO:0046654; GO:0046656; GO:0046705; GO:0046711; GO:0046901; GO:0046938; GO:0046940; GO:0051123; GO:0060195; GO:0060196; GO:0060260; GO:0060261; GO:0060566; GO:0060567; GO:0060962; GO:0060963; GO:0061414; GO:0061415; GO:0061429; GO:0061435; GO:0061586; GO:0061987; GO:0070124; GO:0070125; GO:0070126; GO:0070130; GO:0070131; GO:0070134; GO:0070143; GO:0070145; GO:0070146; GO:0070150; GO:0070154; GO:0070156; GO:0070158; GO:0070183; GO:0070623; GO:0070898; GO:0070987; GO:0071264; GO:0071590; GO:0071592; GO:0071897; GO:0072344; GO:0090180; GO:0090295; GO:0098781; GO:0140673; GO:0140708; GO:0141014; GO:1900399; GO:1900461; GO:1901195; GO:1903272; GO:1904388; GO:1904524; GO:1904595; GO:1990145; GO:1990611; GO:1990625; GO:2000144; GO:2000278; GO:2000765; GO:2000766; GO:2000767; GO:2000805; GO:2001125; GO:2001208; GO:2001209; GO:2001295,1.00564E-05,171,RT,1,"GO:0000050,GO:0000122,GO:0000162,GO:0000409,GO:0000411,GO:0000430,GO:0000431,GO:0000433,GO:0000435,GO:0000436,GO:0000731,GO:0001015,GO:0001079,GO:0001080,GO:0001081,GO:0001111,GO:0001112,GO:0001113,GO:0001172,GO:0001174,GO:0001178,GO:0001188,GO:0001193,GO:0001195,GO:0001677,GO:0001731,GO:0001732,GO:0002181,GO:0002182,GO:0002183,GO:0002184,GO:0002188,GO:0006048,GO:0006085,GO:0006086,GO:0006164,GO:0006166,GO:0006168,GO:0006171,GO:0006172,GO:0006177,GO:0006178,GO:0006183,GO:0006188,GO:0006189,GO:0006190,GO:0006207,GO:0006221,GO:0006222,GO:0006225,GO:0006226,GO:0006227,GO:0006228,GO:0006231,GO:0006233,GO:0006235,GO:0006241,GO:0006269,GO:0006277,GO:0006278,GO:0006351,GO:0006352,GO:0006353,GO:0006354,GO:0006355,GO:0006356,GO:0006357,GO:0006359,GO:0006360,GO:0006361,GO:0006362,GO:0006363,GO:0006366,GO:0006367,GO:0006368,GO:0006369,GO:0006383,GO:0006384,GO:0006386,GO:0006390,GO:0006391,GO:0006392,GO:0006412,GO:0006413,GO:0006414,GO:0006415,GO:0006417,GO:0006418,GO:0006419,GO:0006421,GO:0006422,GO:0006424,GO:0006425,GO:0006426,GO:0006427,GO:0006429,GO:0006430,GO:0006431,GO:0006432,GO:0006434,GO:0006437,GO:0006438,GO:0006446,GO:0006448,GO:0006449,GO:0006452,GO:0006597,GO:0006729,GO:0006741,GO:0006750,GO:0006782,GO:0006783,GO:0006784,GO:0006809,GO:0007004,GO:0007532,GO:0008295,GO:0008615,GO:0008655,GO:0009102,GO:0009113,GO:0009142,GO:0009156,GO:0009165,GO:0009168,GO:0009202,GO:0009228,GO:0009229,GO:0009231,GO:0009263,GO:0009298,GO:0009299,GO:0009301,GO:0009302,GO:0009303,GO:0009396,GO:0009398,GO:0009435,GO:0009443,GO:0009446,GO:0010621,GO:0010688,GO:0010944,GO:0015937,GO:0015940,GO:0015966,GO:0015986,GO:0016479,GO:0016480,GO:0017055,GO:0017148,GO:0019354,GO:0019358,GO:0019427,GO:0019805,GO:0019856,GO:0019985,GO:0030846,GO:0030847,GO:0031564,GO:0032055,GO:0032056,GO:0032210,GO:0032211,GO:0032212,GO:0032263,GO:0032264,GO:0032265,GO:0032543,GO:0032786,GO:0032968,GO:0033387,GO:0034243,GO:0034244,GO:0034354,GO:0034355,GO:0034356,GO:0036001,GO:0042276,GO:0042776,GO:0042789,GO:0042790,GO:0042791,GO:0042797,GO:0042819,GO:0042823,GO:0043043,GO:0043101,GO:0043103,GO:0043555,GO:0043558,GO:0044205,GO:0044206,GO:0044208,GO:0044209,GO:0044210,GO:0044211,GO:0045019,GO:0045329,GO:0045429,GO:0045727,GO:0045815,GO:0045892,GO:0045893,GO:0045894,GO:0045895,GO:0045898,GO:0045899,GO:0045900,GO:0045901,GO:0045903,GO:0045905,GO:0045943,GO:0045944,GO:0045945,GO:0045947,GO:0045948,GO:0046015,GO:0046084,GO:0046132,GO:0046512,GO:0046513,GO:0046654,GO:0046656,GO:0046705,GO:0046711,GO:0046901,GO:0046938,GO:0046940,GO:0051123,GO:0060195,GO:0060196,GO:0060260,GO:0060261,GO:0060566,GO:0060567,GO:0060962,GO:0060963,GO:0061414,GO:0061415,GO:0061429,GO:0061435,GO:0061586,GO:0061987,GO:0070124,GO:0070125,GO:0070126,GO:0070130,GO:0070131,GO:0070134,GO:0070143,GO:0070145,GO:0070146,GO:0070150,GO:0070154,GO:0070156,GO:0070158,GO:0070183,GO:0070623,GO:0070898,GO:0070987,GO:0071264,GO:0071590,GO:0071592,GO:0071897,GO:0072344,GO:0090180,GO:0090295,GO:0098781,GO:0140673,GO:0140708,GO:0141014,GO:1900399,GO:1900461,GO:1901195,GO:1903272,GO:1904388,GO:1904524,GO:1904595,GO:1990145,GO:1990611,GO:1990625,GO:2000144,GO:2000278,GO:2000765,GO:2000766,GO:2000767,GO:2000805,GO:2001125,GO:2001208,GO:2001209,GO:2001295",GO:0000050; GO:0000122; GO:0000162; GO:0000409; GO:0000411; GO:0000430; GO:0000431; GO:0000433; GO:0000435; GO:0000436; GO:0000731; GO:0001015; GO:0001079; GO:0001080; GO:0001081; GO:0001111; GO:0001112; GO:0001113; GO:0001172; GO:0001174; GO:0001178; GO:0001188; GO:0001193; GO:0001195; GO:0001677; GO:0001731; GO:0001732; GO:0002181; GO:0002182; GO:0002183; GO:0002184; GO:0002188; GO:0006048; GO:0006085; GO:0006086; GO:0006164; GO:0006166; GO:0006168; GO:0006171; GO:0006172; GO:0006177; GO:0006178; GO:0006183; GO:0006188; GO:0006189; GO:0006190; GO:0006207; GO:0006221; GO:0006222; GO:0006225; GO:0006226; GO:0006227; GO:0006228; GO:0006231; GO:0006233; GO:0006235; GO:0006241; GO:0006269; GO:0006277; GO:0006278; GO:0006351; GO:0006352; GO:0006353; GO:0006354; GO:0006355; GO:0006356; GO:0006357; GO:0006359; GO:0006360; GO:0006361; GO:0006362; GO:0006363; GO:0006366; GO:0006367; GO:0006368; GO:0006369; GO:0006383; GO:0006384; GO:0006386; GO:0006390; GO:0006391; GO:0006392; GO:0006412; GO:0006413; GO:0006414; GO:0006415; GO:0006417; GO:0006418; GO:0006419; GO:0006421; GO:0006422; GO:0006424; GO:0006425; GO:0006426; GO:0006427; GO:0006429; GO:0006430; GO:0006431; GO:0006432; GO:0006434; GO:0006437; GO:0006438; GO:0006446; GO:0006448; GO:0006449; GO:0006452; GO:0006597; GO:0006729; GO:0006741; GO:0006750; GO:0006782; GO:0006783; GO:0006784; GO:0006809; GO:0007004; GO:0007532; GO:0008295; GO:0008615; GO:0008655; GO:0009102; GO:0009113; GO:0009142; GO:0009156; GO:0009165; GO:0009168; GO:0009202; GO:0009228; GO:0009229; GO:0009231; GO:0009263; GO:0009298; GO:0009299; GO:0009301; GO:0009302; GO:0009303; GO:0009396; GO:0009398; GO:0009435; GO:0009443; GO:0009446; GO:0010621; GO:0010688; GO:0010944; GO:0015937; GO:0015940; GO:0015966; GO:0015986; GO:0016479; GO:0016480; GO:0017055; GO:0017148; GO:0019354; GO:0019358; GO:0019427; GO:0019805; GO:0019856; GO:0019985; GO:0030846; GO:0030847; GO:0031564; GO:0032055; GO:0032056; GO:0032210; GO:0032211; GO:0032212; GO:0032263; GO:0032264; GO:0032265; GO:0032543; GO:0032786; GO:0032968; GO:0033387; GO:0034243; GO:0034244; GO:0034354; GO:0034355; GO:0034356; GO:0036001; GO:0042276; GO:0042776; GO:0042789; GO:0042790; GO:0042791; GO:0042797; GO:0042819; GO:0042823; GO:0043043; GO:0043101; GO:0043103; GO:0043555; GO:0043558; GO:0044205; GO:0044206; GO:0044208; GO:0044209; GO:0044210; GO:0044211; GO:0045019; GO:0045329; GO:0045429; GO:0045727; GO:0045815; GO:0045892; GO:0045893; GO:0045894; GO:0045895; GO:0045898; GO:0045899; GO:0045900; GO:0045901; GO:0045903; GO:0045905; GO:0045943; GO:0045944; GO:0045945; GO:0045947; GO:0045948; GO:0046015; GO:0046084; GO:0046132; GO:0046512; GO:0046513; GO:0046654; GO:0046656; GO:0046705; GO:0046711; GO:0046901; GO:0046938; GO:0046940; GO:0051123; GO:0060195; GO:0060196; GO:0060260; GO:0060261; GO:0060566; GO:0060567; GO:0060962; GO:0060963; GO:0061414; GO:0061415; GO:0061429; GO:0061435; GO:0061586; GO:0061987; GO:0070124; GO:0070125; GO:0070126; GO:0070130; GO:0070131; GO:0070134; GO:0070143; GO:0070145; GO:0070146; GO:0070150; GO:0070154; GO:0070156; GO:0070158; GO:0070183; GO:0070623; GO:0070898; GO:0070987; GO:0071264; GO:0071590; GO:0071592; GO:0071897; GO:0072344; GO:0090180; GO:0090295; GO:0098781; GO:0140673; GO:0140708; GO:0141014; GO:1900399; GO:1900461; GO:1901195; GO:1903272; GO:1904388; GO:1904524; GO:1904595; GO:1990145; GO:1990611; GO:1990625; GO:2000144; GO:2000278; GO:2000765; GO:2000766; GO:2000767; GO:2000805; GO:2001125; GO:2001208; GO:2001209; GO:2001295,0.007310048
GO:0006739,FALSE,NADP metabolic process,biological_process,"The chemical reactions and pathways involving nicotinamide-adenine dinucleotide phosphate, a coenzyme involved in many redox and biosynthetic reactions; metabolism may be of either the oxidized form, NADP, or the reduced form, NADPH.",biological_process,GO:0008150,biological_process,"A biological process is the execution of a genetically-encoded biological module or program. It consists of all the steps required to achieve the specific biological objective of the module. A biological process is accomplished by a particular set of molecular functions carried out by specific gene products (or macromolecular complexes), often in a highly regulated manner and in a particular temporal sequence.",GO:0006098; GO:0006739; GO:0006740; GO:0006741; GO:0006742; GO:0009051; GO:0009052,0.000281573,10,RT,1,"GO:0006098,GO:0006740,GO:0006741,GO:0006742,GO:0009051,GO:0009052",GO:0006098; GO:0006740; GO:0006741; GO:0006742; GO:0009051; GO:0009052,0.006869269
GO:0000054,FALSE,ribosomal subunit export from nucleus,biological_process,The directed movement of a ribosomal subunit from the nucleus into the cytoplasm.,biological_process,GO:0008150,biological_process,"A biological process is the execution of a genetically-encoded biological module or program. It consists of all the steps required to achieve the specific biological objective of the module. A biological process is accomplished by a particular set of molecular functions carried out by specific gene products (or macromolecular complexes), often in a highly regulated manner and in a particular temporal sequence.",GO:0000054; GO:0000055; GO:0000056; GO:2000200; GO:2000203,0,0,equal in both,#CALC!,"GO:0000055,GO:0000056,GO:2000200,GO:2000203",GO:0000055; GO:0000056; GO:2000200; GO:2000203,0
GO:0000055,FALSE,ribosomal large subunit export from nucleus,biological_process,The directed movement of a ribosomal large subunit from the nucleus into the cytoplasm.,biological_process,GO:0008150,biological_process,"A biological process is the execution of a genetically-encoded biological module or program. It consists of all the steps required to achieve the specific biological objective of the module. A biological process is accomplished by a particular set of molecular functions carried out by specific gene products (or macromolecular complexes), often in a highly regulated manner and in a particular temporal sequence.",GO:0000055; GO:2000203,0,0,equal in both,#CALC!,GO:2000203,GO:2000203,0
GO:0000056,FALSE,ribosomal small subunit export from nucleus,biological_process,The directed movement of a ribosomal small subunit from the nucleus into the cytoplasm.,biological_process,GO:0008150,biological_process,"A biological process is the execution of a genetically-encoded biological module or program. It consists of all the steps required to achieve the specific biological objective of the module. A biological process is accomplished by a particular set of molecular functions carried out by specific gene products (or macromolecular complexes), often in a highly regulated manner and in a particular temporal sequence.",GO:0000056,0,0,equal in both,#CALC!,,#CALC!,0
GO:0000064,FALSE,L-ornithine transmembrane transporter activity,molecular_function,"Enables the transfer of L-ornithine from one side of a membrane to the other. L-ornithine is 2,5-diaminopentanoic acid.",amino acid transmembrane transporter activity,GO:0015171,molecular_function,Enables the transfer of amino acids from one side of a membrane to the other. Amino acids are organic molecules that contain an amino group and a carboxyl group.,GO:0000064,4.80048E-05,2,RT,#CALC!,,#CALC!,9.60096E-05
GO:0000070,FALSE,mitotic sister chromatid segregation,biological_process,"The cell cycle process in which replicated homologous chromosomes are organized and then physically separated and apportioned to two sets during the mitotic cell cycle. Each replicated chromosome, composed of two sister chromatids, aligns at the cell equator, paired with its homologous partner. One homolog of each morphologic type goes into each of the resulting chromosome sets.",biological_process,GO:0008150,biological_process,"A biological process is the execution of a genetically-encoded biological module or program. It consists of all the steps required to achieve the specific biological objective of the module. A biological process is accomplished by a particular set of molecular functions carried out by specific gene products (or macromolecular complexes), often in a highly regulated manner and in a particular temporal sequence.",GO:0000022; GO:0000070; GO:0000073; GO:0007076; GO:0007094; GO:0010696; GO:0010697; GO:0032888; GO:0033047; GO:0045842; GO:0051256; GO:0051315; GO:0061805; GO:0090266; GO:0090267; GO:0090268; GO:0090307; GO:0140273; GO:1901673; GO:1902426; GO:1903562; GO:1990758,-1.26213E-05,1,SC,#CALC!,"GO:0000022,GO:0000073,GO:0007076,GO:0007094,GO:0010696,GO:0010697,GO:0032888,GO:0033047,GO:0045842,GO:0051256,GO:0051315,GO:0061805,GO:0090266,GO:0090267,GO:0090268,GO:0090307,GO:0140273,GO:1901673,GO:1902426,GO:1903562,GO:1990758",GO:0000022; GO:0000073; GO:0007076; GO:0007094; GO:0010696; GO:0010697; GO:0032888; GO:0033047; GO:0045842; GO:0051256; GO:0051315; GO:0061805; GO:0090266; GO:0090267; GO:0090268; GO:0090307; GO:0140273; GO:1901673; GO:1902426; GO:1903562; GO:1990758,-1.26213E-05
GO:0000073,FALSE,initial mitotic spindle pole body separation,biological_process,"The release of duplicated mitotic spindle pole bodies (SPBs) that begins with the nucleation of microtubules from each SPB within the nucleus, leading to V-shaped spindle microtubules. Interpolar microtubules that elongate from each pole are interconnected, forming overlapping microtubules. Capturing and antiparallel sliding apart of microtubules promotes the initial separation of the SPB.",biological_process,GO:0008150,biological_process,"A biological process is the execution of a genetically-encoded biological module or program. It consists of all the steps required to achieve the specific biological objective of the module. A biological process is accomplished by a particular set of molecular functions carried out by specific gene products (or macromolecular complexes), often in a highly regulated manner and in a particular temporal sequence.",GO:0000073; GO:0010696; GO:0010697,0,0,equal in both,#CALC!,"GO:0010696,GO:0010697",GO:0010696; GO:0010697,0
GO:0000076,FALSE,DNA replication checkpoint signaling,biological_process,"A signal transduction process that contributes to a DNA replication checkpoint, that prevents the initiation of nuclear division until DNA replication is complete, thereby ensuring that progeny inherit a full complement of the genome.",biological_process,GO:0008150,biological_process,"A biological process is the execution of a genetically-encoded biological module or program. It consists of all the steps required to achieve the specific biological objective of the module. A biological process is accomplished by a particular set of molecular functions carried out by specific gene products (or macromolecular complexes), often in a highly regulated manner and in a particular temporal sequence.",GO:0000076; GO:0033314,0,0,equal in both,#CALC!,GO:0033314,GO:0033314,0
GO:0000077,FALSE,DNA damage checkpoint signaling,biological_process,A signal transduction process that contributes to a DNA damage checkpoint.,biological_process,GO:0008150,biological_process,"A biological process is the execution of a genetically-encoded biological module or program. It consists of all the steps required to achieve the specific biological objective of the module. A biological process is accomplished by a particular set of molecular functions carried out by specific gene products (or macromolecular complexes), often in a highly regulated manner and in a particular temporal sequence.",GO:0000077; GO:0007095; GO:0031571; GO:0031573; GO:0044773; GO:1904291; GO:2000001; GO:2000002; GO:2000003,4.21112E-06,1,RT,#CALC!,"GO:0007095,GO:0031571,GO:0031573,GO:0044773,GO:1904291,GO:2000001,GO:2000002,GO:2000003",GO:0007095; GO:0031571; GO:0031573; GO:0044773; GO:1904291; GO:2000001; GO:2000002; GO:2000003,4.21112E-06
GO:0006637,FALSE,acyl-CoA metabolic process,biological_process,"The chemical reactions and pathways involving acyl-CoA, any derivative of coenzyme A in which the sulfhydryl group is in thiolester linkage with an acyl group.",acyl-CoA metabolic process,GO:0006637,biological_process,"The chemical reactions and pathways involving acyl-CoA, any derivative of coenzyme A in which the sulfhydryl group is in thiolester linkage with an acyl group.",GO:0006085; GO:0006086; GO:0006104; GO:0006637; GO:0019287; GO:0019427; GO:0033512; GO:0035336; GO:0046356; GO:1901289; GO:2001210; GO:2001295,0.000225959,16,RT,1,"GO:0006085,GO:0006086,GO:0006104,GO:0019287,GO:0019427,GO:0033512,GO:0035336,GO:0046356,GO:1901289,GO:2001210,GO:2001295",GO:0006085; GO:0006086; GO:0006104; GO:0019287; GO:0019427; GO:0033512; GO:0035336; GO:0046356; GO:1901289; GO:2001210; GO:2001295,0.006139361
GO:0000082,FALSE,G1/S transition of mitotic cell cycle,biological_process,"The mitotic cell cycle transition by which a cell in G1 commits to S phase. The process begins with the build up of G1 cyclin-dependent kinase (G1 CDK), resulting in the activation of transcription of G1 cyclins. The process ends with the positive feedback of the G1 cyclins on the G1 CDK which commits the cell to S phase, in which DNA replication is initiated.",biological_process,GO:0008150,biological_process,"A biological process is the execution of a genetically-encoded biological module or program. It consists of all the steps required to achieve the specific biological objective of the module. A biological process is accomplished by a particular set of molecular functions carried out by specific gene products (or macromolecular complexes), often in a highly regulated manner and in a particular temporal sequence.",GO:0000082; GO:0007089; GO:0031571,-0.000282707,2,SC,#CALC!,"GO:0007089,GO:0031571",GO:0007089; GO:0031571,-0.000565415
