id	rxn_src	dir	enz	protein_stoich	status	comments	MW (g/mmol)
RXN-FECOSTt_c_rm_FWD-SPONT	FECOSTt_c_rm	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-FECOSTt_c_rm_REV-SPONT	FECOSTt_c_rm	REV	SPONT	zeroCost	protStoichAsgnAuto		
RXN-FECOSTt_l_rm_FWD-SPONT	FECOSTt_l_rm	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-FECOSTt_l_rm_REV-SPONT	FECOSTt_l_rm	REV	SPONT	zeroCost	protStoichAsgnAuto		
RXN-FECPOR_m_FWD-CCP1CYC7	FECPOR_m	FWD	CCP1CYC7	rt0434_m:1,rt4793:1	protStoichAsgnManual	 	52.20651999999999
RXN-FECPOR_m_FWD-CCP1CYC7a	FECPOR_m	FWD	CCP1CYC7a	rt0434_m:1,rt2443:1	protStoichAsgnManual	 	45.75155000000001
RXN-FECRq9_m_FWD-FECRq9CPLX	FECRq9_m	FWD	FECRq9CPLX	rtmCOB:2,rt1337:2,rt5246:2,rt0830:2,rt3250:2,rt7390:2,rt7313:2,rt4598:2,rt6863:2,rt5240:2	protStoichAsgnManual	Used scRBA stoich. And found homologs wherever possible	526.8887799999999
RXN-FER_c_FWD-rt7329	FER_c	FWD	rt7329	rt7329:1	protStoichAsgnAuto	 	70.60591000000001
RXN-FKYNH_c_FWD-rt0172	FKYNH_c	FWD	rt0172	rt0172:1	protStoichAsgnAuto	 	48.51927
RXN-FKYNH_c_FWD-rt3408	FKYNH_c	FWD	rt3408	rt3408:1	protStoichAsgnAuto	 	51.98575999999999
RXN-FKYNH_c_FWD-rt6420	FKYNH_c	FWD	rt6420	rt6420:1	protStoichAsgnAuto	 	33.492309999999996
RXN-FMETTRS_m_FWD-rt3531	FMETTRS_m	FWD	rt3531	rt3531:1	protStoichAsgnAuto	 	50.21704000000001
RXN-FMNAT_m_FWD-rt3174_m	FMNAT_m	FWD	rt3174_m	rt3174_m:1	protStoichAsgnAuto	 	34.378859999999996
RXN-FMNRx2_c_FWD-rt8485	FMNRx2_c	FWD	rt8485	rt8485:2	protStoichAsgnManual		62.85648000000001
RXN-FMNRx_c_FWD-rt8485	FMNRx_c	FWD	rt8485	rt8485:2	protStoichAsgnManual		62.85648000000001
RXN-FOLD3_m_FWD-rt6009	FOLD3_m	FWD	rt6009	rt6009:1	protStoichAsgnAuto	 	89.70139999999998
RXN-FOLR_c_FWD-rt3791_c	FOLR_c	FWD	rt3791_c	rt3791_c:1	protStoichAsgnAuto	 	25.67468
RXN-FOLR_m_FWD-rt3791_m	FOLR_m	FWD	rt3791_m	rt3791_m:1	protStoichAsgnAuto	 	25.67468
RXN-FOLt_c_e_FWD-SPONT	FOLt_c_e	FWD	SPONT	zeroCost	protStoichAsgnManual	 	
RXN-FOLt_c_e_REV-SPONT	FOLt_c_e	REV	SPONT	zeroCost	protStoichAsgnManual	 	
RXN-FORt_c_e_FWD-UNKNOWN	FORt_c_e	FWD	UNKNOWN	zeroCost	protStoichAsgnManual	no good SC match from BLASTp	
RXN-FORt_c_e_REV-UNKNOWN	FORt_c_e	REV	UNKNOWN	zeroCost	protStoichAsgnManual	no good SC match from BLASTp	
RXN-FORt_c_m_FWD-SPONT	FORt_c_m	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-FRDPt_c_l_FWD-UNKNOWN	FRDPt_c_l	FWD	UNKNOWN	zeroCost	protStoichAsgnManual	no scRBA match or GPR in RT	
RXN-FRDPt_c_l_REV-UNKNOWN	FRDPt_c_l	REV	UNKNOWN	zeroCost	protStoichAsgnManual	no scRBA match or GPR in RT	
RXN-FRDPt_c_m_FWD-SPONT	FRDPt_c_m	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-FRDPt_c_m_REV-SPONT	FRDPt_c_m	REV	SPONT	zeroCost	protStoichAsgnAuto		
RXN-FRD_c_FWD-rt3052	FRD_c	FWD	rt3052	rt3052:1	protStoichAsgnAuto	 	68.38883000000001
RXN-FRMDAH_c_FWD-rt7438	FRMDAH_c	FWD	rt7438	rt7438:1	protStoichAsgnAuto	 	45.73923000000001
RXN-FRMDH_c_FWD-rt6471	FRMDH_c	FWD	rt6471	rt6471:1	protStoichAsgnAuto	 	40.83218999999999
RXN-FRMDH_c_REV-rt6471	FRMDH_c	REV	rt6471	rt6471:1	protStoichAsgnAuto	 	40.83218999999999
RXN-FRTT_c_FWD-rt8135	FRTT_c	FWD	rt8135	rt8135:1	protStoichAsgnAuto	 	40.823989999999995
RXN-FRTT_l_FWD-rt4281	FRTT_l	FWD	rt4281	rt4281:1	protStoichAsgnAuto	 	33.78921
RXN-FRUK_c_FWD-UNKNOWN	FRUK_c	FWD	UNKNOWN	zeroCost	protStoichAsgnAuto		
RXN-FRUtps_e_FWD-rt1375	FRUtps_e	FWD	rt1375	rt1375:1	protStoichAsgnAuto	 	72.57241
RXN-FRUtps_e_FWD-rt1480	FRUtps_e	FWD	rt1480	rt1480:1	protStoichAsgnAuto	 	15.54548
RXN-FRUtps_e_FWD-rt2496	FRUtps_e	FWD	rt2496	rt2496:1	protStoichAsgnAuto	 	58.78015
RXN-FRUtps_e_FWD-rt2707	FRUtps_e	FWD	rt2707	rt2707:1	protStoichAsgnAuto	 	63.35964
RXN-FRUtps_e_FWD-rt2833	FRUtps_e	FWD	rt2833	rt2833:1	protStoichAsgnAuto	 	63.38331999999999
RXN-FRUtps_e_FWD-rt3556	FRUtps_e	FWD	rt3556	rt3556:1	protStoichAsgnAuto	 	57.84667999999999
RXN-FRUtps_e_FWD-rt7817	FRUtps_e	FWD	rt7817	rt7817:1	protStoichAsgnAuto	 	70.31688999999999
RXN-FTHFCL_c_FWD-rt4194	FTHFCL_c	FWD	rt4194	rt4194:1	protStoichAsgnAuto	 	24.97817
RXN-FTHFL_c_FWD-UNKNOWN	FTHFL_c	FWD	UNKNOWN	zeroCost	protStoichAsgnAuto	 	
RXN-FTHFL_c_REV-UNKNOWN	FTHFL_c	REV	UNKNOWN	zeroCost	protStoichAsgnAuto	 	
RXN-FTHFL_m_FWD-rt6998	FTHFL_m	FWD	rt6998	rt6998:2	protStoichAsgnAuto	 	217.30846
RXN-FTHFL_m_REV-rt6998	FTHFL_m	REV	rt6998	rt6998:2	protStoichAsgnAuto	 	217.30846
RXN-FUMACACH_c_FWD-rt3594	FUMACACH_c	FWD	rt3594	rt3594:1	protStoichAsgnAuto	 	46.4036
RXN-FUMACACH_c_REV-rt3594	FUMACACH_c	REV	rt3594	rt3594:1	protStoichAsgnAuto	 	46.4036
RXN-FUMACACH_m_FWD-rt3874	FUMACACH_m	FWD	rt3874	rt3874:1	protStoichAsgnAuto	 	31.149009999999993
RXN-FUMACACH_m_FWD-rt7056	FUMACACH_m	FWD	rt7056	rt7056:1	protStoichAsgnAuto	 	25.44167
RXN-FUMACACH_m_FWD-rt7624	FUMACACH_m	FWD	rt7624	rt7624:1	protStoichAsgnAuto	 	32.77996
RXN-FUM_c_FWD-rt5633_c	FUM_c	FWD	rt5633_c	rt5633_c:1	protStoichAsgnAuto	 	51.57704000000001
RXN-FUM_c_REV-rt5633_c	FUM_c	REV	rt5633_c	rt5633_c:1	protStoichAsgnAuto	 	51.57704000000001
RXN-FUM_m_FWD-rt5633_m	FUM_m	FWD	rt5633_m	rt5633_m:1	protStoichAsgnAuto	 	51.57704000000001
RXN-FUM_m_REV-rt5633_m	FUM_m	REV	rt5633_m	rt5633_m:1	protStoichAsgnAuto	 	51.57704000000001
RXN-FUMt_c_e_FWD-SPONT	FUMt_c_e	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-FUMt_c_e_REV-SPONT	FUMt_c_e	REV	SPONT	zeroCost	protStoichAsgnAuto		
RXN-G00006t_c_r_FWD-UNKNOWN	G00006t_c_r	FWD	UNKNOWN	zeroCost	protStoichAsgnManual	no scRBA match or GPR in RT	
RXN-G00006t_c_r_REV-UNKNOWN	G00006t_c_r	REV	UNKNOWN	zeroCost	protStoichAsgnManual	no scRBA match or GPR in RT	
RXN-G00011t_g_r_FWD-UNKNOWN	G00011t_g_r	FWD	UNKNOWN	zeroCost	protStoichAsgnManual	no scRBA match or GPR in RT	
RXN-G00011t_g_r_REV-UNKNOWN	G00011t_g_r	REV	UNKNOWN	zeroCost	protStoichAsgnManual	no scRBA match or GPR in RT	
RXN-G13027t_g_r_FWD-UNKNOWN	G13027t_g_r	FWD	UNKNOWN	zeroCost	protStoichAsgnManual	no scRBA match or GPR in RT	
RXN-G13027t_g_r_REV-UNKNOWN	G13027t_g_r	REV	UNKNOWN	zeroCost	protStoichAsgnManual	no scRBA match or GPR in RT	
RXN-G3PAT_l_FWD-rt2297_l	G3PAT_l	FWD	rt2297_l	rt2297_l:1	protStoichAsgnAuto	 	79.73648999999999
RXN-G3PAT_rm_FWD-rt2297_rm	G3PAT_rm	FWD	rt2297_rm	rt2297_rm:1	protStoichAsgnManual	Stoich. From scRBA	79.73648999999999
RXN-G3PAT_rm_FWD-rt7067	G3PAT_rm	FWD	rt7067	rt7067:1	protStoichAsgnManual	Stoich. From scRBA	99.93449000000001
RXN-G3PCt_c_e_FWD-rt4413	G3PCt_c_e	FWD	rt4413	rt4413:1	protStoichAsgnAuto	 	48.31561
RXN-G3PCt_c_e_REV-rt4413	G3PCt_c_e	REV	rt4413	rt4413:1	protStoichAsgnAuto	 	48.31561
RXN-G3PCt_c_en_FWD-UNKNOWN	G3PCt_c_en	FWD	UNKNOWN	zeroCost	protStoichAsgnManual	Transporter; assume GSM GPR is correct. Maybe revisit someday.	
RXN-G3PCt_c_en_REV-UNKNOWN	G3PCt_c_en	REV	UNKNOWN	zeroCost	protStoichAsgnManual	Transporter; assume GSM GPR is correct. Maybe revisit someday.	
RXN-G3PCt_c_rm_FWD-SPONT	G3PCt_c_rm	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-G3PCt_c_rm_REV-SPONT	G3PCt_c_rm	REV	SPONT	zeroCost	protStoichAsgnAuto		
RXN-G3PD1i_m_FWD-rt6208_m	G3PD1i_m	FWD	rt6208_m	rt6208_m:1	protStoichAsgnAuto	 	45.635239999999996
RXN-G3PD1i_x_FWD-rt3786_x	G3PD1i_x	FWD	rt3786_x	rt3786_x:1	protStoichAsgnAuto	 	38.83071
RXN-G3PD1r_c_FWD-rt3786_c	G3PD1r_c	FWD	rt3786_c	rt3786_c:1	protStoichAsgnAuto	 	38.83071
RXN-G3PD1r_c_FWD-rt6208_c	G3PD1r_c	FWD	rt6208_c	rt6208_c:1	protStoichAsgnAuto	 	45.635239999999996
RXN-G3PD1r_c_REV-rt3786_c	G3PD1r_c	REV	rt3786_c	rt3786_c:1	protStoichAsgnManual	 	38.83071
RXN-G3PD1r_c_REV-rt6208_c	G3PD1r_c	REV	rt6208_c	rt6208_c:1	protStoichAsgnManual	 	45.635239999999996
RXN-G3PDf_m_FWD-rt2671	G3PDf_m	FWD	rt2671	rt2671:1	protStoichAsgnAuto	 	95.59192
RXN-G3PIt_c_e_FWD-rt4413	G3PIt_c_e	FWD	rt4413	rt4413:1	protStoichAsgnAuto	 	48.31561
RXN-G3PIt_c_e_REV-rt4413	G3PIt_c_e	REV	rt4413	rt4413:1	protStoichAsgnAuto	 	48.31561
RXN-G3PIt_c_en_FWD-UNKNOWN	G3PIt_c_en	FWD	UNKNOWN	zeroCost	protStoichAsgnManual	Transporter; assume GSM GPR is correct. Maybe revisit someday.	
RXN-G3PIt_c_en_REV-UNKNOWN	G3PIt_c_en	REV	UNKNOWN	zeroCost	protStoichAsgnManual	Transporter; assume GSM GPR is correct. Maybe revisit someday.	
RXN-G3PT_c_FWD-rt0092	G3PT_c	FWD	rt0092	rt0092:1	protStoichAsgnAuto	 	37.92865999999999
RXN-G5SADr_c_FWD-SPONT	G5SADr_c	FWD	SPONT	zeroCost	protStoichAsgnAuto	 	
RXN-G5SADr_c_REV-SPONT	G5SADr_c	REV	SPONT	zeroCost	protStoichAsgnAuto	 	
RXN-G5SADr_m_FWD-SPONT	G5SADr_m	FWD	SPONT	zeroCost	protStoichAsgnAuto	 	
RXN-G5SADr_m_REV-SPONT	G5SADr_m	REV	SPONT	zeroCost	protStoichAsgnAuto	 	
RXN-G5SDy_c_FWD-rt7905	G5SDy_c	FWD	rt7905	rt7905:1	protStoichAsgnAuto	 	49.707319999999996
RXN-G6PDA_c_FWD-UNKNOWN	G6PDA_c	FWD	UNKNOWN	zeroCost	protStoichAsgnAuto		
RXN-G6PDH2i_c_FWD-rt1632	G6PDH2i_c	FWD	rt1632	rt1632:1	protStoichAsgnAuto	 	49.21139999999998
RXN-G6PE_c_FWD-rt8255	G6PE_c	FWD	rt8255	rt8255:1	protStoichAsgnAuto	 	32.57118
RXN-G6PE_c_REV-rt8255	G6PE_c	REV	rt8255	rt8255:1	protStoichAsgnAuto	 	32.57118
RXN-GALKi_c_FWD-rt5622	GALKi_c	FWD	rt5622	rt5622:1	protStoichAsgnAuto	 	71.48635999999999
RXN-GALOX_e_FWD-rt0174	GALOX_e	FWD	rt0174	rt0174:1	protStoichAsgnAuto	 	69.46489
RXN-GALT_c_FWD-rt2964	GALT_c	FWD	rt2964	rt2964:1	protStoichAsgnAuto	 	46.334599999999995
RXN-GALUi_c_FWD-rt3384	GALUi_c	FWD	rt3384	rt3384:1	protStoichAsgnAuto	 	55.744889999999984
RXN-GALUi_c_REV-rt3384	GALUi_c	REV	rt3384	rt3384:1	protStoichAsgnAuto	 	55.744889999999984
RXN-GALtps_e_FWD-rt2336	GALtps_e	FWD	rt2336	rt2336:1	protStoichAsgnAuto	 	55.77284999999999
RXN-GALtps_e_FWD-rt2833	GALtps_e	FWD	rt2833	rt2833:1	protStoichAsgnAuto	 	63.38331999999999
RXN-GALtps_e_FWD-rt3556	GALtps_e	FWD	rt3556	rt3556:1	protStoichAsgnAuto	 	57.84667999999999
RXN-GALtps_e_FWD-rt7817	GALtps_e	FWD	rt7817	rt7817:1	protStoichAsgnAuto	 	70.31688999999999
RXN-GAM6Pt_c_FWD-SPONT	GAM6Pt_c	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-GAM6Pt_c_REV-SPONT	GAM6Pt_c	REV	SPONT	zeroCost	protStoichAsgnAuto		
RXN-GAPD_c_FWD-rt2245	GAPD_c	FWD	rt2245	rt2245:4	protStoichAsgnAuto	 	147.8288
RXN-GAPD_c_FWD-rt3311	GAPD_c	FWD	rt3311	rt3311:4	protStoichAsgnAuto	 	170.66075999999995
RXN-GAPD_c_REV-rt2245	GAPD_c	REV	rt2245	rt2245:4	protStoichAsgnManual	 	147.8288
RXN-GAPD_c_REV-rt3311	GAPD_c	REV	rt3311	rt3311:4	protStoichAsgnManual	 	170.66075999999995
RXN-GARFT_c_FWD-rt5227	GARFT_c	FWD	rt5227	rt5227:1	protStoichAsgnAuto	 	37.82620999999999
RXN-GBBOX_c_FWD-rt6692_c	GBBOX_c	FWD	rt6692_c	rt6692_c:1	protStoichAsgnAuto	 	37.77931999999999
RXN-GCALDt_c_e_FWD-SPONT	GCALDt_c_e	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-GCALDt_c_e_REV-SPONT	GCALDt_c_e	REV	SPONT	zeroCost	protStoichAsgnAuto		
RXN-GCALDt_c_m_FWD-SPONT	GCALDt_c_m	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-GCALDt_c_m_REV-SPONT	GCALDt_c_m	REV	SPONT	zeroCost	protStoichAsgnAuto		
RXN-GDPMANNt_c_g_FWD-UNKNOWN	GDPMANNt_c_g	FWD	UNKNOWN	zeroCost	protStoichAsgnManual	Transporter; assume GSM GPR is correct. Maybe revisit someday.	
RXN-GDPMANNt_c_g_REV-UNKNOWN	GDPMANNt_c_g	REV	UNKNOWN	zeroCost	protStoichAsgnManual	Transporter; assume GSM GPR is correct. Maybe revisit someday.	
RXN-GDPMANt_c_g_FWD-rt4177	GDPMANt_c_g	FWD	rt4177	rt4177:1	protStoichAsgnAuto	 	41.5306
RXN-GDPt_c_g_FWD-SPONT	GDPt_c_g	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-GDPt_c_g_REV-SPONT	GDPt_c_g	REV	SPONT	zeroCost	protStoichAsgnAuto		
RXN-GDPt_c_n_FWD-SPONT	GDPt_c_n	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-GDPt_c_n_REV-SPONT	GDPt_c_n	REV	SPONT	zeroCost	protStoichAsgnAuto		
RXN-GENERIC_ca2metal2_c_FWD-SPONT	GENERIC_ca2metal2_c	FWD	SPONT	zeroCost	protStoichAsgnManual	 	
RXN-GENERIC_ca2metal2_e_FWD-SPONT	GENERIC_ca2metal2_e	FWD	SPONT	zeroCost	protStoichAsgnManual	 	
RXN-GENERIC_cobalt2metal2_c_FWD-SPONT	GENERIC_cobalt2metal2_c	FWD	SPONT	zeroCost	protStoichAsgnManual	 	
RXN-GENERIC_cobalt2metal2_e_FWD-SPONT	GENERIC_cobalt2metal2_e	FWD	SPONT	zeroCost	protStoichAsgnManual	 	
RXN-GENERIC_cu2metal2_c_FWD-SPONT	GENERIC_cu2metal2_c	FWD	SPONT	zeroCost	protStoichAsgnManual	 	
RXN-GENERIC_cu2metal2_e_FWD-SPONT	GENERIC_cu2metal2_e	FWD	SPONT	zeroCost	protStoichAsgnManual	 	
RXN-GENERIC_fe2feCATION_c_FWD-SPONT	GENERIC_fe2feCATION_c	FWD	SPONT	zeroCost	protStoichAsgnManual	 	
RXN-GENERIC_fe2feCATION_e_FWD-SPONT	GENERIC_fe2feCATION_e	FWD	SPONT	zeroCost	protStoichAsgnManual	 	
RXN-GENERIC_fe2feCATION_m_FWD-SPONT	GENERIC_fe2feCATION_m	FWD	SPONT	zeroCost	protStoichAsgnManual	 	
RXN-GENERIC_fe2metal2_c_FWD-SPONT	GENERIC_fe2metal2_c	FWD	SPONT	zeroCost	protStoichAsgnManual	 	
RXN-GENERIC_fe2metal2_e_FWD-SPONT	GENERIC_fe2metal2_e	FWD	SPONT	zeroCost	protStoichAsgnManual	 	
RXN-GENERIC_fe2metal2_m_FWD-SPONT	GENERIC_fe2metal2_m	FWD	SPONT	zeroCost	protStoichAsgnManual	 	
RXN-GENERIC_fe3feCATION_c_FWD-SPONT	GENERIC_fe3feCATION_c	FWD	SPONT	zeroCost	protStoichAsgnManual	 	
RXN-GENERIC_fe3feCATION_e_FWD-SPONT	GENERIC_fe3feCATION_e	FWD	SPONT	zeroCost	protStoichAsgnManual	 	
RXN-GENERIC_hCATION1_c_FWD-SPONT	GENERIC_hCATION1_c	FWD	SPONT	zeroCost	protStoichAsgnManual	 	
RXN-GENERIC_hCATION1_e_FWD-SPONT	GENERIC_hCATION1_e	FWD	SPONT	zeroCost	protStoichAsgnManual	 	
RXN-GENERIC_hCATION1_en_FWD-SPONT	GENERIC_hCATION1_en	FWD	SPONT	zeroCost	protStoichAsgnManual	 	
RXN-GENERIC_hCATION1_g_FWD-SPONT	GENERIC_hCATION1_g	FWD	SPONT	zeroCost	protStoichAsgnManual	 	
RXN-GENERIC_hCATION1_gm_FWD-SPONT	GENERIC_hCATION1_gm	FWD	SPONT	zeroCost	protStoichAsgnManual	 	
RXN-GENERIC_hCATION1_l_FWD-SPONT	GENERIC_hCATION1_l	FWD	SPONT	zeroCost	protStoichAsgnManual	 	
RXN-GENERIC_hCATION1_m_FWD-SPONT	GENERIC_hCATION1_m	FWD	SPONT	zeroCost	protStoichAsgnManual	 	
RXN-GENERIC_hCATION1_mm_FWD-SPONT	GENERIC_hCATION1_mm	FWD	SPONT	zeroCost	protStoichAsgnManual	 	
RXN-GENERIC_hCATION1_n_FWD-SPONT	GENERIC_hCATION1_n	FWD	SPONT	zeroCost	protStoichAsgnManual	 	
RXN-GENERIC_hCATION1_r_FWD-SPONT	GENERIC_hCATION1_r	FWD	SPONT	zeroCost	protStoichAsgnManual	 	
RXN-GENERIC_hCATION1_rm_FWD-SPONT	GENERIC_hCATION1_rm	FWD	SPONT	zeroCost	protStoichAsgnManual	 	
RXN-GENERIC_hCATION1_v_FWD-SPONT	GENERIC_hCATION1_v	FWD	SPONT	zeroCost	protStoichAsgnManual	 	
RXN-GENERIC_hCATION1_vm_FWD-SPONT	GENERIC_hCATION1_vm	FWD	SPONT	zeroCost	protStoichAsgnManual	 	
RXN-GENERIC_hCATION1_x_FWD-SPONT	GENERIC_hCATION1_x	FWD	SPONT	zeroCost	protStoichAsgnManual	 	
RXN-GENERIC_hemeAheme_c_FWD-SPONT	GENERIC_hemeAheme_c	FWD	SPONT	zeroCost	protStoichAsgnManual	 	
RXN-GENERIC_hemeAheme_m_FWD-SPONT	GENERIC_hemeAheme_m	FWD	SPONT	zeroCost	protStoichAsgnManual	 	
RXN-GENERIC_hemeOheme_m_FWD-SPONT	GENERIC_hemeOheme_m	FWD	SPONT	zeroCost	protStoichAsgnManual	 	
RXN-GENERIC_kCATION1_c_FWD-SPONT	GENERIC_kCATION1_c	FWD	SPONT	zeroCost	protStoichAsgnManual	 	
RXN-GENERIC_kCATION1_e_FWD-SPONT	GENERIC_kCATION1_e	FWD	SPONT	zeroCost	protStoichAsgnManual	 	
RXN-GENERIC_kCATION1_m_FWD-SPONT	GENERIC_kCATION1_m	FWD	SPONT	zeroCost	protStoichAsgnManual	 	
RXN-GENERIC_mg2metal2_c_FWD-SPONT	GENERIC_mg2metal2_c	FWD	SPONT	zeroCost	protStoichAsgnManual	 	
RXN-GENERIC_mg2metal2_e_FWD-SPONT	GENERIC_mg2metal2_e	FWD	SPONT	zeroCost	protStoichAsgnManual	 	
RXN-GENERIC_mg2mg2ormn2_c_FWD-SPONT	GENERIC_mg2mg2ormn2_c	FWD	SPONT	zeroCost	protStoichAsgnManual	 	
RXN-GENERIC_mg2mg2ormn2_e_FWD-SPONT	GENERIC_mg2mg2ormn2_e	FWD	SPONT	zeroCost	protStoichAsgnManual	 	
RXN-GENERIC_mn2metal2_c_FWD-SPONT	GENERIC_mn2metal2_c	FWD	SPONT	zeroCost	protStoichAsgnManual	 	
RXN-GENERIC_mn2metal2_e_FWD-SPONT	GENERIC_mn2metal2_e	FWD	SPONT	zeroCost	protStoichAsgnManual	 	
RXN-GENERIC_mn2mg2ormn2_c_FWD-SPONT	GENERIC_mn2mg2ormn2_c	FWD	SPONT	zeroCost	protStoichAsgnManual	 	
RXN-GENERIC_mn2mg2ormn2_e_FWD-SPONT	GENERIC_mn2mg2ormn2_e	FWD	SPONT	zeroCost	protStoichAsgnManual	 	
RXN-GENERIC_na1CATION1_c_FWD-SPONT	GENERIC_na1CATION1_c	FWD	SPONT	zeroCost	protStoichAsgnManual	 	
RXN-GENERIC_na1CATION1_e_FWD-SPONT	GENERIC_na1CATION1_e	FWD	SPONT	zeroCost	protStoichAsgnManual	 	
RXN-GENERIC_ni2metal2_c_FWD-SPONT	GENERIC_ni2metal2_c	FWD	SPONT	zeroCost	protStoichAsgnManual	 	
RXN-GENERIC_ni2metal2_e_FWD-SPONT	GENERIC_ni2metal2_e	FWD	SPONT	zeroCost	protStoichAsgnManual	 	
RXN-GENERIC_phemeheme_m_FWD-SPONT	GENERIC_phemeheme_m	FWD	SPONT	zeroCost	protStoichAsgnManual	 	
RXN-GENERIC_shemeheme_c_FWD-SPONT	GENERIC_shemeheme_c	FWD	SPONT	zeroCost	protStoichAsgnManual	 	
RXN-GENERIC_zn2metal2_c_FWD-SPONT	GENERIC_zn2metal2_c	FWD	SPONT	zeroCost	protStoichAsgnManual	 	
RXN-GENERIC_zn2metal2_e_FWD-SPONT	GENERIC_zn2metal2_e	FWD	SPONT	zeroCost	protStoichAsgnManual	 	
RXN-GF6PTA_c_FWD-rt3731	GF6PTA_c	FWD	rt3731	rt3731:1	protStoichAsgnManual	Removed rt3730 due to lack of evidence	80.41301000000001
RXN-GGTT_c_FWD-UNKNOWN	GGTT_c	FWD	UNKNOWN	zeroCost	protStoichAsgnAuto		
RXN-GGTT_l_FWD-rt4281	GGTT_l	FWD	rt4281	rt4281:1	protStoichAsgnAuto	 	33.78921
RXN-GHMT2r_c_FWD-rt1299	GHMT2r_c	FWD	rt1299	rt1299:1	protStoichAsgnAuto	 	52.27449000000001
RXN-GHMT2r_c_REV-rt1299	GHMT2r_c	REV	rt1299	rt1299:1	protStoichAsgnAuto	 	52.27449000000001
RXN-GHMT2r_m_FWD-UNKNOWN	GHMT2r_m	FWD	UNKNOWN	zeroCost	protStoichAsgnAuto	 	
RXN-GHMT2r_m_REV-UNKNOWN	GHMT2r_m	REV	UNKNOWN	zeroCost	protStoichAsgnAuto	 	
RXN-GHMT3_m_FWD-UNKNOWN	GHMT3_m	FWD	UNKNOWN	zeroCost	protStoichAsgnManual	no scRBA match or GPR in RT	
RXN-GK1_c_FWD-rt3157	GK1_c	FWD	rt3157	rt3157:1	protStoichAsgnAuto	 	22.84465
RXN-GK1_c_FWD-rt3670	GK1_c	FWD	rt3670	rt3670:1	protStoichAsgnAuto	 	61.895570000000006
RXN-GK2_c_FWD-rt3157	GK2_c	FWD	rt3157	rt3157:1	protStoichAsgnAuto	 	22.84465
RXN-GK2_c_REV-rt3157	GK2_c	REV	rt3157	rt3157:1	protStoichAsgnAuto	 	22.84465
RXN-GLCDx_c_FWD-rt0298	GLCDx_c	FWD	rt0298	rt0298:1	protStoichAsgnAuto	 	35.150729999999996
RXN-GLCDx_c_FWD-rt5828	GLCDx_c	FWD	rt5828	rt5828:1	protStoichAsgnAuto	 	30.01625
RXN-GLCDx_c_REV-rt0298	GLCDx_c	REV	rt0298	rt0298:1	protStoichAsgnManual	 	35.150729999999996
RXN-GLCDx_c_REV-rt5828	GLCDx_c	REV	rt5828	rt5828:1	protStoichAsgnManual	 	30.01625
RXN-GLCGSD_c_FWD-rt4271	GLCGSD_c	FWD	rt4271	rt4271:1	protStoichAsgnManual	 	177.70717000000002
RXN-GLCGSD_v_FWD-rt6375	GLCGSD_v	FWD	rt6375	rt6375:1	protStoichAsgnAuto	 	69.50372999999999
RXN-GLCNtps_e_FWD-rt0518	GLCNtps_e	FWD	rt0518	rt0518:1	protStoichAsgnAuto	 	53.26819
RXN-GLCNtps_e_REV-rt0518	GLCNtps_e	REV	rt0518	rt0518:1	protStoichAsgnAuto	 	53.26819
RXN-GLCP_c_FWD-rt5888	GLCP_c	FWD	rt5888	rt5888:1	protStoichAsgnAuto	 	100.37121
RXN-GLCt_c_e_FWD-rt1375	GLCt_c_e	FWD	rt1375	rt1375:1	protStoichAsgnAuto	 	72.57241
RXN-GLCt_c_e_FWD-rt1473	GLCt_c_e	FWD	rt1473	rt1473:1	protStoichAsgnAuto	 	59.28448
RXN-GLCt_c_e_FWD-rt1480	GLCt_c_e	FWD	rt1480	rt1480:1	protStoichAsgnAuto	 	15.54548
RXN-GLCt_c_e_FWD-rt2336	GLCt_c_e	FWD	rt2336	rt2336:1	protStoichAsgnAuto	 	55.77284999999999
RXN-GLCt_c_e_FWD-rt2496	GLCt_c_e	FWD	rt2496	rt2496:1	protStoichAsgnAuto	 	58.78015
RXN-GLCt_c_e_FWD-rt2707	GLCt_c_e	FWD	rt2707	rt2707:1	protStoichAsgnAuto	 	63.35964
RXN-GLCt_c_e_FWD-rt2833	GLCt_c_e	FWD	rt2833	rt2833:1	protStoichAsgnAuto	 	63.38331999999999
RXN-GLCt_c_e_FWD-rt3556	GLCt_c_e	FWD	rt3556	rt3556:1	protStoichAsgnAuto	 	57.84667999999999
RXN-GLCt_c_e_FWD-rt4674	GLCt_c_e	FWD	rt4674	rt4674:1	protStoichAsgnAuto	 	60.84477999999999
RXN-GLCt_c_e_FWD-rt7817	GLCt_c_e	FWD	rt7817	rt7817:1	protStoichAsgnAuto	 	70.31688999999999
